,country,description,designation,points,price,province,region_1,region_2,variety,winery
108,Argentina,Red in color and flat in terms of bubbles and mouthfeel. It smells and tastes burnt and bitter. This is an odd conconction made from Malbec that's barely acceptable.,Serie Terra Spakling,80,14,Mendoza Province,Mendoza,,Malbec,Viniterra
109,Italy,"This bright, savory wine delivers aromas and flavors of juicy wild cherry, black raspberry, violet, white pepper and mocha. Polished tannins provide the framework. Enjoy through 2020.",Riserva,90,29,Tuscany,Chianti Classico,,Red Blend,Castello di Monterinaldi
110,US,"Heitz has made this stellar rosé from the rare Grignolino grape since 1961. Ruby grapefruit-red, it's sultry with strawberry, watermelon, orange zest and salty spice flavor, highlighted with vibrant floral aromas.",Grignolino,95,24,California,Napa Valley,Napa,Rosé,Heitz
111,Spain,"Alluring, complex and powerful aromas of grilled meat, berries, tea, smoke, vanilla and spice cover every base. An intense palate is concentrated but still elegant. Blackberry, molasses and mocha flavors finish with chocolaty oak notes, fine tannins and overall cohesion. Drink this special Rioja from 2020 through 2035.",Prado Enea Gran Reserva,95,79,Northern Spain,Rioja,,Tempranillo Blend,Muga
112,Spain,"Tarry blackberry and cheesy oak aromas are appropriate for a wine of this size and magnitude. In the mouth, this Tinta de Toro is expansive and grabby, with bullish tannins. Slightly salty earthy accents come with core blackberry flavors and notes of baking spices and chocolate, while on the finish this is long, chocolaty, delicious and not too hard or tannic. Drink through 2023.",Termanthia,95,220,Northern Spain,Toro,,Tinta de Toro,Numanthia
113,US,"The apogee of this ambitious winery's white wine efforts, this bottling of just two barrels of Clone 5 shows focused marzipan, marcona almond and white peach notes on the nose. The palate sizzles with saltiness and a lemony acidity that cuts through its brown butter richness with finesse. The finish is luxurious and long.",Giallo Solare,95,60,California,Edna Valley,Central Coast,Chardonnay,Center of Effort
114,US,"San Jose-based producer Adam Comartin heads 1,100 feet up into the mountains to source fruit for this tremendous wine, which offers wild cherry, sage, and eucalyptus scents on the nose. Ripe black plum and strawberry fruit lead the palate, followed by acid-driven waves of juniper, pine and bay leaf, finishing with a menthol-like sensation.",R-Bar-R Ranch,95,45,California,Santa Cruz Mountains,Central Coast,Pinot Noir,Comartin
115,New Zealand,"Yields were down in 2015, but intensity is up, giving this medium-bodied, silky wine the potential to drink well through at least 2025. Hickory smoke outlines white peach before ending in a long flurry of lime zest.",Maté's Vineyard,94,57,Kumeu,,,Chardonnay,Kumeu River
116,US,"Bergström has made a Shea designate since 2003, intent on showcasing a “pretty” style of the vineyard. Here are lovely aromatics, with grape jelly, rose petals and plum in the nose, and a complex run of red fruits in the mouth. Streaks of cola, brown sugar and more come up in a generous finish.",Shea Vineyard,94,62,Oregon,Willamette Valley,,Pinot Noir,Bergström
117,US,"Focused and dense, this intense wine captures the essence of ripe raspberries. Aged in 50% new French oak, it's got a strong vein of coffee and mocha. The flavors broaden out and penetrate, finishing with highlights of cedar, cinnamon and dark chocolate. Drink now through the 2020s, but decant if you want the full expression.",Abetina,94,105,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Ponzi
118,US,"Cranberry, baked rhubarb, anise and crushed slate aromas show on the nose of this always-excellent bottling from the Franscioni family. The palate abounds with energy, driving black raspberry fruit accented with earthy loam, fennel, oregano and juniper through a compellingly round midpalate.",Garys' Vineyard,94,60,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Roar
119,US,"This standout Rocks District wine brings earth shaking aromas of black-olive brine, tapenade, green olive, stargazer lilies, orange peel and crushed gravel. The smoked meat, charcuterie and blue-fruit flavors don't hold back, bringing a lovely sense of texture and detail. It's an intense wine that completely demands your attention.",The Funk Estate,94,60,Washington,Walla Walla Valley (WA),Columbia Valley,Syrah,Saviah
120,Bulgaria,"This Bulgarian Mavrud presents the nose with suggestions of dried cherry, black plum, freshly ground black pepper and a whiff of eucalyptus. In the mouth it is balanced with soft tannins mingling with dried cherry, cassis and black plum.",Bergulé,90,15,Bulgaria,,,Mavrud,Villa Melnik
121,US,"Steely and perfumed, this wine sees only 20% new French oak, remaining vibrantly fresh. Baked apple and lemon pith veer into grapefruit on the palate, with spiciness to the finish that's both brash and loud.",Babushka,90,37,California,Russian River Valley,Sonoma,Chardonnay,Zepaltas
122,Italy,"Underbrush, scorched earth, menthol and plum steeped in spirits are some of the aromas that unfold on the glass. The big, chewy palate doles out ripe wild cherry, raspberry jam, ground pepper and licorice alongside firm, velvety tannins. You'll also detect the warmth of alcohol on the finish.",Vigna Piaggia,90,,Tuscany,Brunello di Montalcino,,Sangiovese,Abbadia Ardenga
123,France,"Pale in color, this is nutty in character, with a warm and rounded hint of red fruits. The wine has a soft, while still fresh, aftertaste. It is aged in cellars in Saumur on the Loire river.",Nonpareil Trésor Rosé Brut,90,22,France Other,Vin Mousseux,,Sparkling Blend,Bouvet-Ladubay
124,US,"The aromas entice with notes of wet stone, honeysuckle, chamomile and stone fruit. The palate is generous in flavor and feel, showing a fine sense of balance.",Conner Lee Vineyard,90,42,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Buty
125,Italy,"Forest floor, tilled soil, mature berry and a whiff of new leather combine on this. The ripe palate offers fleshy black cherry, dried aromatic herb and tobacco, while fine-grained tannins give the finish some grip. Drink 2018–2023.",Riserva,90,135,Tuscany,Brunello di Montalcino,,Sangiovese,Carillon
126,France,"Gingery spice notes accent fresh pear and melon fruit in this medium- to full-bodied wine. It's round on the palate but not flabby, with a warm, spicy finish. Drink now.",,90,60,Rhône Valley,Châteauneuf-du-Pape,,Rhône-style White Blend,Clos de L'Oratoire des Papes
127,Italy,"Aromas of forest floor, violet, red berry and a whiff of dark baking spice unfold in the glass while wild cherry, black raspberry, ground pepper and star anise drive the palate. Framed in firm, fine-grained tannins, this is a classic Tuscan red. Drink through 2020.",,90,29,Tuscany,Vino Nobile di Montepulciano,,Sangiovese,Avignonesi
128,Italy,"This has a charming nose that boasts rose, violet and red berry while the juicy, easy-drinking palate offers ripe wild cherry, chopped mint, white pepper and a hint of star anise. There isn't much complexity but it is savory and balanced, with fresh acidity and supple tannins.",,90,23,Tuscany,Chianti Classico,,Sangiovese,Casina di Cornia
129,Italy,"This bright, savory wine delivers aromas and flavors of juicy wild cherry, black raspberry, violet, white pepper and mocha. Polished tannins provide the framework. Enjoy through 2020.",Riserva,90,29,Tuscany,Chianti Classico,,Red Blend,Castello di Monterinaldi
130,Spain,"Earthy plum and cherry aromas score points for being clear and direct. The palate on this varietal Mencía is round, smooth and just right. Lightly briny, earthy plum and cherry flavors hold steady on the finish, with a dash of saltiness.",Amandi,90,17,Galicia,Ribeira Sacra,,Mencía,Don Bernardino
131,Spain,"This comes across wide and expansive as it lazily exudes oily aromas of hazelnut and toffee. A plump palate is not overly cutting or demanding, while flavors of lightly salted nuts and buttered toast end with toffee and peanut flavors.",Alfonso Oloroso Seco,90,26,Andalucia,Jerez,,Palomino,González Byass
132,US,"This is an aromatic brooder with aromas of scorched earth, plum, dried flowers and green herbs. It's full in feel with dense, dark-fruit flavors, tightly coiled tannins and tart acids—a pleasing example of the variety.",Private Reserve,90,55,Idaho,,,Petite Sirah,Huston
133,Italy,"Aromas of dark-skinned berry, rose and wild herb lead the nose. The round, juicy palate doles out ripe black cherry, fleshy raspberry, white pepper and clove while polished tannins provide a smooth, velvety framework. Enjoy through 2019.",Riserva,90,39,Tuscany,Chianti Classico,,Red Blend,Rignana
134,France,"Dark in color and in flavor profile, this medium-bodied Cornas boasts aromas and flavors reminiscent of chocolate fudge, espresso and plummy fruit, all framed by soft, dusty tannins. Drink now–2025.",Coteaux,90,69,Rhône Valley,Cornas,,Syrah,Tardieu-Laurent
135,Italy,"A blend of 90% Sangiovese and 10% Canaiolo, this opens with aromas of violet, mature plum, espresso and a whiff of forest floor. The firm palate offers dried black cherry, ground pepper, toast and clove while packed, fine-grained tannins provide support. Drink through 2020.",Vigneto Odoardo Beccari Riserva,90,30,Tuscany,Chianti Classico,,Red Blend,Vignavecchia
136,Italy,"Sunbaked earth, ripe berry, baking spice and a whiff of menthol meld in the glass. The juicy palate offers red cherry, pomegranate, star anise, mocha and a hint of tobacco alongside fine-grained tannins.",Poggio alle Mura,90,90,Tuscany,Brunello di Montalcino,,Sangiovese,Banfi
137,US,"Blended with 9% Malbec, 9% Cabernet Franc and 5% Petit Verdot, this is a perennial classic for the winery, the sister brand of Cuvaison. Juicy in cherry and cassis, it sustains big, pillowy tannins and tar, suggesting more time for the fruit to match up with the structure. Drink through 2020.",Estate Grown,90,60,California,Mount Veeder,Napa,Cabernet Sauvignon,Brandlin
138,Italy,"Ripe dark-skinned berry, forest floor and cooking spice aromas lead the nose along with a whiff of new leather. The chewy palate offers fleshy black cherry, cinnamon, vanilla and a hint of tobacco while polished tannins provide the framework. This is already accessible so no need to cellar it for years. Best through 2021.",,90,50,Tuscany,Brunello di Montalcino,,Sangiovese,Brunelli Martoccia
139,US,"The aromas of blue fruit, herbs and spice are initially under tight restraint. The flavors are full, with the tannins simultaneously firm and fine grained. It shows good length.",,90,40,Washington,Red Mountain,Columbia Valley,Cabernet Sauvignon,Canvasback
140,Italy,"This robust red opens with aromas of espresso, plum cake, toast and dark spice. The hearty palate offers blackberry jam, licorice, vanilla and mocha alongside firm fine-grained tannins. A coffee note closes the finish.",Riserva,90,100,Tuscany,Brunello di Montalcino,,Sangiovese,Capanne Ricci
141,France,"This structured, complex Chardonnay is packed with minerality and considerable weight. The tight texture and almost tannic character will soften over the next few months. Full of potential, it's drinkable now but will be so much better from 2017.",,90,68,Burgundy,Chassagne-Montrachet,,Chardonnay,Chartron et Trébuchet
142,France,"This ripe, full-bodied wine has ripe green fruits that are lifted by lime and made richer by apricot. Still young, with a concentrated structure, it's going to develop into a full, beautifully fruity wine. The name of the wine means the size of a parcel that demands the work of seven men for a day. Drink from 2017.",Les 7 Hommes,90,42,Loire Valley,Sancerre,,Sauvignon Blanc,Cherrier Frères
143,France,"With its light color and cool feel, this well-balanced wine comes from a parcel of 30-year-old vines. The smoky tannins and intense acidity give a wine that will develop well and slowly. It's still young with its red-berry fruits and fresh aftertaste. Drink from 2018.",L'Inédit,90,28,Loire Valley,Coteaux du Giennois,,Pinot Noir,Clement et Florian Berthier
144,US,"There's a lot to like in this nicely priced white, a blend of several regional vineyards. A taste of hazelnut expands on the palate to meet creamy Tahitian vanilla. Approachably round, this crowd-pleasing wine finishes in measured, integrated oak.",,90,18,California,Russian River Valley,Sonoma,Chardonnay,De Loach
145,US,"A blend of Cabernet from Grand Ciel (31%), Ciel du Cheval (30%), Upchurch (28%) and Klipsun (11%) vineyards, wood spice aromas start out up front. The cherry flavors are light and elegant, with the tannins bringing some grip.",Four Flags,90,69,Washington,Red Mountain,Columbia Valley,Cabernet Sauvignon,DeLille
146,France,"Delicious while also young and textured, this wine comes from biodynamically grown grapes. It has a strong sense of minerality as well as intense citrus and green fruits. It's tight at the moment and needs to round out, so drink from 2018.",Le Pavé,90,,Loire Valley,Sancerre,,Sauvignon Blanc,Domaine Vacheron
147,US,"While exuberantly fruity, almost tropical on the nose, there's a crystalline edge to this dry Riesling that renders it especially refreshing. It's vibrant and light footed, brightened by a lingering honey note on the finish.",Reserve,90,25,New York,Finger Lakes,Finger Lakes,Riesling,Dr. Konstantin Frank
148,US,"Cabernet makes up just over half of this blend. Aromas of black cherries, herbs and minerals are followed by plush-feeling dark-fruit flavors and backed by firm tannins. Drink now.",Final Final,90,30,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon-Syrah,Efeste
149,Italy,"This savory blend of 40% Merlot, 30% Cabernet Sauvignon, 25% Cabernet Franc and 5% Syrah opens with aromas of roasted coffee bean, leather, tobacco and dark woodland berry. The chewy palate offers juicy plum, cassis and clove alongside polished tannins. Drink through 2019.",Poggio Bestiale,90,60,Tuscany,Maremma Toscana,,Red Blend,Fattoria di Magliano
150,Argentina,"Concentrated, ripe blackberry and cassis aromas come with peppery spice and cedary oak notes. This is big and generous on the palate, with roasted, well-oaked blackberry flavors. A touch of heat lends sizzle to the finish. Drink through 2020.",The Apple Doesn't Fall Far From The Tree,91,30,Mendoza Province,Mendoza,,Malbec,Matias Riccitelli
151,Australia,"Moorooduc's estate Pinot Noir is a solid value among the boutique offerings from the Mornington Peninsula. There's a supple cushioning of flesh wrapped around a firm backbone of acid, while the flavors run from black cherry and mint through earthier notes of brown sugar and roasted parsnip. Drink now through 2020.",,91,36,Victoria,Mornington Peninsula,,Pinot Noir,Moorooduc
152,Argentina,"Smoky aromas of fresh-cut wood blend with berry and cassis form a welcoming, generous bouquet. This feels lively on the palate, albeit tartaric. Oaky plum, cassis and vanilla flavors finish full and agreeable. Drink through 2019.",Alegoría Gran Reserva,91,25,Mendoza Province,Mendoza,,Malbec,Navarro Correas
153,France,"L'Homme Mort is a northern extension of the Fourchaume Premier Cru vineyard, so called because this was where a local lord dispensed justice by death. It often produces cooler wines such as this. It is tight, with toasted bread hints and with a strongly tangy character. It does need to develop and shouldn't be drunk before 2018.",L'Homme Mort Premier Cru,91,45,Burgundy,Chablis,,Chardonnay,Domaine Chenevières
154,Portugal,"This is a super-ripe, still very young wine. It's showing all its concentrated fruits, wood aging flavors and dense texture as well as the firm tannins that will allow it to age. With its combination of black plum skin, blackberry and dark concentration, leave the wine until 2018.",,91,23,Alentejano,,,Portuguese Red,Herdade do Rocim
155,US,"Fresh boysenberries and a blueberry sorbet character mix with notes of minty tarragon, dill and hot gravel on the nose of this wine, from an area between Gilroy and Morgan Hill. Peppercorns are prominent on the relatively light palate, along with tobacco, espresso and boysenberry.",Estate Select,91,36,California,Santa Clara Valley,Central Coast,Syrah,Jason-Stephens
156,France,"The steely character of a young Chablis is very apparent in this wine. It is crisp, lemon flavored and with a mineral edge. The wine has a juicy freshness, still young at heart and needing to age. Drink from 2018.",Fourchaume Premier Cru,91,38,Burgundy,Chablis,,Chardonnay,Louis Max
157,US,"From the producer's monumental Atlas Peak vineyard, this is a tightly wound, solidly constructed mountain Cab, blended with a handful of Petit Verdot. Tobacco, black tea and a sliver of coconut intermingle around a medium-bodied whole that will benefit from cellaring, through 2021.",Animo,91,85,California,Napa Valley,Napa,Cabernet Sauvignon,Michael Mondavi Family Estate
158,US,"Big, bold, dark and chewy, this builds upon substantial black-cherry fruit and supporting acids. Still knitting together, it shows highlights of cedar and tobacco, along with thick tannins. Give this a couple more years of bottle age, and drink after 2018.",Schindler Vineyard,91,50,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Panther Creek
159,US,"A juiciness of cherry and vanilla spark the opening of this wine, a celebration of the vintage, appellation and in this case, fruit-forwardness of the variety. With a backbone of oak and cedar, it has smooth tannins and medium weight, finishing in mocha chocolate. Drink now through 2022.",Barrel Select,91,60,California,Rutherford,Napa,Cabernet Sauvignon,Provenance Vineyards
160,US,"Sweetened tannins highlight a depth of chocolate and blackberry in this 100% varietal wine made in small amounts. Soft and juicy, it crafts a balance of richness and density around elegant spicy clove and cinnamon.",District Collection,91,85,California,St. Helena,Napa,Cabernet Sauvignon,Raymond
161,US,"This wine draws from a handful of tremendous vineyard sites, including the producer's estate, Platt and Clary Ranch, all cool-climate and windswept. It's a tight, light and minimally messed-with wine, bright in cherry, pomegranate and rose.",,91,45,California,Sonoma Coast,Sonoma,Pinot Noir,Red Car
162,Italy,"This offers aromas of red rose, wild berry, dark cooking spice and a whiff of sun baked earth. The ripe palate offers black cherry marinated in spirits, licorice, game and a hint of chocolate alongside velvety tannins. The warmth of alcohol closes the finish. Drink 2018–2029.",Bussia Riserva,91,,Piedmont,Barolo,,Nebbiolo,Silvano Bolmida
163,US,"Massively fruity, this is an apple/pear bonanza, fleshy and almost lasciviously delicious. The huge fruit flavors convey an impression of sweetness, though this is not identified as off dry. It has tremendous density and length.",,91,19,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Trinity Vineyards
164,Portugal,"It is the ripe dark Alicante Bouschet that dominates this firmly structured wine. It is packed with tannins along with a hugely dense texture and concentrated juicy berry flavors. It is very firm, still young. Wait until 2017.",Premium,91,15,Alentejo,,,Portuguese Red,Adega Cooperativa de Borba
165,US,"An elegant blend from different estate vineyards, this widely available cuvée brings sturdy tannins and red currant fruit, highlighted with pretty baking spices. It would be an ideal match for roast duck with an orange sauce.",Premier Cuvée,91,54,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Archery Summit
166,France,"This wine is bone-dry, although with some age the shock of the acidity has been rounded out by a hint of toast. It's linear, fresh and intensely crisp, with citrus and almond tones. Drink this wine from a good vintage now.",Le Nombre d'Or Brut Nature,91,85,Champagne,Champagne,,Chardonnay,Aubry
167,US,"Given four months in concrete egg, this is an exotically crisp and textured white, lean and high in acidity with plenty of mouthcoating body to find its balance. Lemon, grapefruit and tangerine are the highlights, finished in refreshing layers of white peach.",Juliana Vineyard,91,38,California,Napa Valley,Napa,Sauvignon Blanc,B Cellars
168,US,"This wine over-delivers in quality for the price. It's made from mostly Cabernet Sauvignon, with handfuls of Merlot, Malbec, Petit Verdot and Cabernet Franc blended in to good effect. The whole combines into layers of chocolate and graham cracker, dappled in vanilla and jam. Thick tannins suggest a swirl or two of the glass. The finish is all tobacco.",,91,28,California,Napa Valley,Napa,Cabernet Sauvignon,B Side
169,Italy,"Underbrush, smoke, mocha and dark fruit aromas lead the nose and carry over to the ripe palate along with dried black cherry, licorice and clove. Firm, velvety tannins provide the framework. Drink 2018–2028.",Boscato,91,75,Piedmont,Barolo,,Nebbiolo,Bel Colle
170,US,"Generous black-cherry fruit anchors this barrel-aged wine that remains tartly acidic, with pretty accents of toast and mocha. Focused, young and fresh, it should drink optimally 2018–2028.",Aeolian,91,42,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Bethel Heights
171,Israel,"Dark red violet in color, this wine has aromas of cherry, lavender and rose petal. It is a well-balanced wine with flavors of black cherry, raspberry, Turkish delight and herbes de Provence. Silky tannins coat the palate into the lasting finish, which is punctuated by a note of bright cherry.",Reserve,91,25,Upper Galilee,,,Cabernet Sauvignon,Binyamina
172,Italy,"Berry, baking spice, dried iris, mint and a hint of vanilla come together on this structured wine. On the palate, notes of white pepper, sage, anise, orange zest and yellow peach accent the red cherry core while a balsamic note closes the finish. Firm, refined tannins provide the backbone.",Palliano Riserva,91,,Piedmont,Roero,,Nebbiolo,Ceste
173,Italy,"This hearty red opens with aromas of leafy underbrush, leather, licorice and a hint of menthol. The firm, chewy palate offers ripe wild cherry, raspberry jam, anisette and tobacco. Brooding tannins support the dark flavors. Drink 2019–2029.",del Comune di Serralunga d'Alba,91,59,Piedmont,Barolo,,Nebbiolo,Cascina Cucco
174,Italy,"Enticing aromas of woodland berry, crushed rose, mint and menthol lead the nose on thisfull-bodied red. Mint carries over to the palate along with wild cherry, red raspberry, kitchen spice and a hint of toast. Assertive tannins and bright acidity hold it all together.",Bricco Luciani,91,85,Piedmont,Barolo,,Nebbiolo,Cascina del Monastero
175,Italy,"Aromas of French oak, coconut, vanilla and spiced plum lead the nose on this powerfully structured wine. The oak sensations carry over to the warm palate along with cherry marinated in spirits, licorice and menthol. Bracing, close-grained tannins provide the framework and need time to unwind. Best after 2020.",Bricco Gattera,91,80,Piedmont,Barolo,,Nebbiolo,Cordero di Montezemolo
176,France,"This delicious, refreshing wine is textured, tight and mineral, with fruity acidity. Tangy and crisp, it has a tight structure, touches of toast along with apple and citrus flavors. The wine is still young and very tight, so should not be drunk before 2017.",Montmains Premier Cru,91,45,Burgundy,Chablis,,Chardonnay,Domaine Gérard Duplessis
177,US,"From a multiplicity of vineyards, this wine works and is a tremendous value for the price. It mixes hot mulled-cider spices, cinnamon, clove and pine forest, conveying surprising depth. Plum, dark cherry and more clove lead to a powerful, leathery finish.",,91,22,California,Napa Valley,Napa,Cabernet Sauvignon,Eagle Glen
178,US,"The first Pinot Noir release from this producer, this is a velvety-smooth, exotic and charming wine, light on the palate despite a concentration of ripe, rich fruit. Kirsch, cherry, raspberry and cinnamon combine to make the wine invitingly lush and plush.",Bacigalupi Vineyard,91,65,California,Russian River Valley,Sonoma,Pinot Noir,Eleven Eleven
179,US,"A red Meritage driven by 73% Cabernet Sauvignon, this structured, full-bodied wine also blends in 19% Merlot, 3% Petit Verdot and 3% Malbec. Blackberry and chocolate accent chalky tannins, with bold hits of black licorice, cassis, pencil and black tea. Drink now through 2020.",Magnificat,91,50,California,Napa Valley,Napa,Meritage,Franciscan
180,US,"Bright, light oak shadings dress up this medium-bodied wine, complementing the red cherry and strawberry flavors. It's fresh, fruity and not very tannic—easy to drink and enjoy.",,86,10,California,California,California Other,Cabernet Sauvignon,Belle Ambiance
181,Portugal,"The local Baga grape, better known for producing structured red wines, also lends itself to fruity sparkling rosé. Bright acidity gives this crisp wine its tangy, red currant character. Drink now.",Marquês de Marialva Rosé Bruto,86,12,Beira Atlantico,,,Baga,Adega de Cantanhede
182,Italy,"Aromas of white spring flower, orchard fruit and citrus spill out of the glass. The fun lively palate delivers ripe yellow peach and green apple alongside a foaming mousse.",Nature,86,22,Veneto,Prosecco,,Glera,De Stefani
183,US,"A smoky scent and earthy, crisp-apple flavors make this medium-bodied wine a change of pace from the average butterball Chardonnay. It has welcome acidity and a nicely smooth texture.",Small Lot Blend,86,13,California,Mendocino County,Mendocino/Lake Counties,Chardonnay,Parducci
184,Portugal,"This family-owned estate has produced an immediately attractive entry-level wine. Lightly spiced with wood, it blends Touriga Franca, Tinta Roriz and Tinta Barroca to show black fruit, ripe tannins and bright acidity. Drink now.",Muros de Vinha,86,10,Douro,,,Portuguese Red,Quinta do Portal
185,France,"This is a smooth, soft wine that is full of black fruits and ripe tannins. The Merlot rounds out the rougher edges of the Malbec to give a rich juicy wine that will develop quickly. It is all fruit, generous and ready to drink from 2017.",Château Beauvillain-Monpezat,86,14,Southwest France,Cahors,,Malbec-Merlot,Rigal
186,US,"This is an easygoing wine that's neither too oaky nor too crisp, with a decent blend of ripe pear and baking spice flavors paired with soft, smooth texture.",,86,18,California,California,California Other,Chardonnay,The Naked Grape
187,US,"Blended with small amounts of Merlot, Cabernet Franc, Petit Verdot and Malbec, this is an austere, unfussy red made in modest quantities that has crisp red currant and cranberry flavors interwoven with cedar and dried herb.",,86,36,California,Sonoma Valley,Sonoma,Cabernet Sauvignon,Tin Barn
188,France,"Closer to Bordeaux than is Cahors, this is Malbec with a cooler visage. It has spice and stalky tannins along with plenty of acidity. The wine is bright with red berry fruits and a crisp lightly mineral aftertaste. Drink from 2018.",Pigmentum,86,15,Southwest France,Buzet,,Merlot-Malbec,Georges Vigouroux
189,France,"This is a blend of 60% Ugni Blanc and 40% Colombard that gives a deliciously light and refreshing wine. Bright and breezy, it is perfumed, herbal and full of direct citrus flavors. Drink now.",Pigmentum,86,10,Southwest France,Côtes de Gascogne,,Ugni Blanc-Colombard,Georges Vigouroux
190,Argentina,"Tropical, soapy aromas are yeasty and flat. Flavors of lychee and melon have no follow-through and finish mealy.",,80,13,Mendoza Province,Mendoza,,Chardonnay,Tres Exilios
191,Argentina,"Candied plum and red berry aromas smell like red licorice. Flavors are raisiny, with sourness and astringency.",Estate Bottled,80,5,Mendoza Province,Mendoza,,Malbec,Terrenal
192,US,"The color of castor oil, this sweet table wine offers clove and root beer flavors that cling to the finish.",Noche Sweet Table Wine,80,17,Virginia,Virginia,,Red Blend,Cooper Vineyards
193,Spain,"Right away this goes wrong; the nose is smothered with charred, burning oak that smells harsh and like chemicals. A tannic, resiny palate is barely acceptable, as are bitter, burnt, resiny blackberry flavors.",Vendimia Seleccionada,80,17,Northern Spain,Ribera del Duero,,Tempranillo,Sembro
194,Portugal,"This is a light, fruity and off-dry wine. It has splashes of lemon and sweet citrus, with a crisp finish.",,80,8,Vinho Verde,,,Portuguese White,Mapreco
195,Chile,"This smells forced and grapy, with murky undertones. Flabby on the palate, this organic red tastes nutty and earthy. An aftertaste of mulch and peanut is off base and highly questionable.",Organic,80,14,Maipo Valley,,,Carmenère,Teillery
196,US,"This wine has a rustic, unclean quality. At a high alcohol level it also tastes disjointed, all about heat without fruit.",,80,18,California,Bennett Valley,Sonoma,Sauvignon Blanc,Ektimo Vineyards
197,Chile,"This is fleshy and dilute up front, then heavy and globular in feel. Pickled melon and vegetal stone-fruit flavors finish weak.",,80,11,Central Valley,,,Sauvignon Blanc,Rai
198,Spain,"Feral, feline, sweaty aromas precede an awkward palate with bitter flavors of weedy berry, citrus fruits and pyrazines. A scallion-like quality drives the finish on this strange, bitter rosé.",Rosa de Arrocal,80,15,Northern Spain,Ribera del Duero,,Rosé,Arrocal
199,Chile,"Aromas of canned pear and peach are not fresh. This is syrupy in the mouth, with a bland mix of vanilla and melon flavors. Oxidized on the finish.",Reserva,80,12,Maule Valley,,,Chardonnay-Viognier,Oveja Negra
200,Chile,"Aromas of sweet corn and melon are not convincing. This has little in the way of mouthfeel or substance; flavors of candied fruits taste like corn and wheat, while the finish is spineless.",,80,15,Itata Valley,,,Chardonnay,Männle